,X,Age,Education,Marital.Status,Gender,Income
28662,28662,51,Higher Education,Married,Male,17.73539186
28663,28663,43,Higher Education,Not Married,Male,22.93419396
28664,28664,54,Higher Education,Not Married,Male,32.2437098
28665,28665,24,None Higher Education,Not Married,Female,47.4368883
28666,28666,29,Higher Education,Not Married,Male,44.50201532
28667,28667,40,Higher Education,Not Married,Female,29.37931781
28668,28668,18,None Higher Education,Not Married,Male,45.67651738
28669,28669,31,None Higher Education,Not Married,Male,45.67978481
28670,28670,57,Higher Education,Married,Male,29.14933767
28671,28671,32,Higher Education,Not Married,Female,29.38147329
28672,28672,48,Higher Education,Married,Male,22.14284246
28673,28673,24,Higher Education,Married,Male,20.31388635
28674,28674,24,None Higher Education,Not Married,Female,57.16043787
28675,28675,24,None Higher Education,Married,Male,57.32030194
28676,28676,49,None Higher Education,Married,Female,61.93675681
28677,28677,27,Higher Education,Married,Male,43.52031382
28678,28678,37,Higher Education,Not Married,Female,38.95148189
28679,28679,33,Higher Education,Married,Male,36.4299342
28680,28680,19,Higher Education,Not Married,Male,36.33003422
28681,28681,45,None Higher Education,Married,Female,32.23311503
28682,28682,54,Higher Education,Not Married,Female,13.15250179
28683,28683,47,Higher Education,Not Married,Male,34.42376652
28684,28684,22,Higher Education,Married,Female,21.48465921
28685,28685,20,Higher Education,Not Married,Male,21.62535408
28686,28686,36,None Higher Education,Married,Male,47.38423311
28687,28687,49,Higher Education,Married,Male,35.08496169
28688,28688,58,None Higher Education,Married,Male,48.71227386
28689,28689,20,Higher Education,Not Married,Female,24.89420515
28690,28690,34,None Higher Education,Not Married,Female,50.96006567
28691,28691,36,Higher Education,Married,Female,32.66488574
28692,28692,28,None Higher Education,Not Married,Female,49.76623246
28693,28693,38,None Higher Education,Not Married,Male,38.33749705
28694,28694,32,None Higher Education,Not Married,Male,51.66738101
28695,28695,35,Higher Education,Married,Male,30.2964113
28696,28696,51,None Higher Education,Married,Male,48.07822463
28697,28697,33,Higher Education,Not Married,Male,22.14137353
28698,28698,71,Higher Education,Not Married,Female,26.96727393
28699,28699,48,Higher Education,Married,Male,7.886119206
28700,28700,53,Higher Education,Married,Male,39.44919752
28701,28701,40,None Higher Education,Married,Male,35.97027951
28702,28702,64,Higher Education,Married,Male,29.6145778
28703,28703,42,Higher Education,Married,Male,38.03421596
28704,28704,25,Higher Education,Married,Male,18.48422829
28705,28705,66,Higher Education,Not Married,Female,21.40270362
28706,28706,59,Higher Education,Not Married,Female,33.39425194
28707,28707,42,Higher Education,Married,Male,37.15442459
28708,28708,24,Higher Education,Not Married,Male,39.20392415
28709,28709,19,Higher Education,Not Married,Female,30.90739042
28710,28710,26,Higher Education,Not Married,Female,30.23625976
28711,28711,22,Higher Education,Not Married,Male,29.137035
28712,28712,33,Higher Education,Married,Male,38.19332363
28713,28713,63,None Higher Education,Not Married,Male,63.11080682
28714,28714,20,Higher Education,Not Married,Male,30.17689546
28715,28715,33,None Higher Education,Married,Male,48.70132227
28716,28716,57,None Higher Education,Married,Female,43.10724123
28717,28717,56,Higher Education,Married,Male,32.84636933
28718,28718,70,None Higher Education,Married,Male,34.31764464
28719,28719,42,Higher Education,Married,Male,28.71911328
28720,28720,25,None Higher Education,Not Married,Female,66.864698
28721,28721,28,Higher Education,Married,Male,37.34137516
28722,28722,80,Higher Education,Married,Male,4.661929826
28723,28723,36,None Higher Education,Not Married,Female,42.73398419
28724,28724,37,Higher Education,Married,Male,27.77954453
28725,28725,38,Higher Education,Married,Male,27.97246631
28726,28726,52,Higher Education,Not Married,Female,36.06039239
28727,28727,49,Higher Education,Not Married,Female,23.48983552
28728,28728,30,Higher Education,Married,Male,26.24469277
28729,28729,36,Higher Education,Married,Male,45.01716012
28730,28730,70,Higher Education,Married,Male,47.40889532
28731,28731,55,Higher Education,Not Married,Male,28.21564343
28732,28732,25,None Higher Education,Not Married,Female,43.03327857
28733,28733,59,Higher Education,Married,Female,31.19407642
28734,28734,22,Higher Education,Not Married,Male,32.07979894
28735,28735,41,None Higher Education,Not Married,Male,37.81163226
28736,28736,62,Higher Education,Married,Male,23.28079557
28737,28737,54,Higher Education,Not Married,Female,23.58889713
28738,28738,38,Higher Education,Not Married,Female,26.59761599
28739,28739,52,Higher Education,Married,Male,16.95931333
28740,28740,36,None Higher Education,Married,Male,60.6106969
28741,28741,74,Higher Education,Married,Male,14.20048159
28742,28742,35,None Higher Education,Married,Female,64.26032752
28743,28743,41,None Higher Education,Not Married,Male,59.48674347
28744,28744,30,None Higher Education,Married,Female,48.41085101
28745,28745,25,Higher Education,Married,Male,25.78071584
28746,28746,35,Higher Education,Not Married,Male,34.93643699
28747,28747,38,None Higher Education,Married,Male,63.48940569
28748,28748,34,Higher Education,Married,Male,40.68799166
28749,28749,48,Higher Education,Married,Male,33.41573488
28750,28750,50,None Higher Education,Not Married,Female,42.45641938
28751,28751,19,Higher Education,Not Married,Female,18.4113059
28752,28752,51,Higher Education,Married,Male,32.09710787
28753,28753,39,None Higher Education,Not Married,Male,60.63049996
28754,28754,20,None Higher Education,Not Married,Female,52.23531018
28755,28755,17,None Higher Education,Not Married,Male,49.33272546
28756,28756,42,Higher Education,Married,Male,23.07279049
28757,28757,25,Higher Education,Not Married,Female,33.7149041
28758,28758,36,Higher Education,Not Married,Female,10.68225544
28759,28759,65,Higher Education,Not Married,Female,32.90829052
28760,28760,32,None Higher Education,Married,Male,46.71525606
28761,28761,33,None Higher Education,Not Married,Male,63.9937891
28762,28762,32,Higher Education,Not Married,Female,21.12868903
28763,28763,25,Higher Education,Married,Male,35.5611401
28764,28764,41,Higher Education,Not Married,Female,24.56493947
28765,28765,44,Higher Education,Married,Male,15.25934961
28766,28766,72,None Higher Education,Married,Male,46.95645165
28767,28767,36,Higher Education,Not Married,Male,17.00606912
28768,28768,67,Higher Education,Married,Male,31.40325067
28769,28769,28,Higher Education,Married,Male,31.24599203
28770,28770,24,None Higher Education,Married,Male,49.07177424
28771,28771,17,None Higher Education,Not Married,Male,45.5492754
28772,28772,32,None Higher Education,Not Married,Female,43.62442067
28773,28773,67,None Higher Education,Not Married,Female,41.2359813
28774,28774,21,Higher Education,Not Married,Male,21.73642683
28775,28775,51,Higher Education,Married,Male,28.58551224
28776,28776,32,None Higher Education,Not Married,Male,54.44155058
28777,28777,39,Higher Education,Married,Male,36.85880254
28778,28778,18,Higher Education,Not Married,Female,35.68043686
28779,28779,50,None Higher Education,Married,Male,32.74233626
28780,28780,24,None Higher Education,Not Married,Female,65.39678444
28781,28781,21,Higher Education,Not Married,Female,21.61905674
28782,28782,24,None Higher Education,Not Married,Female,59.76517653
28783,28783,34,None Higher Education,Not Married,Male,38.2547469
28784,28784,68,None Higher Education,Married,Male,42.61485766
28785,28785,49,None Higher Education,Not Married,Male,57.34472869
28786,28786,50,Higher Education,Not Married,Female,37.22183606
28787,28787,33,None Higher Education,Not Married,Female,54.95016954
28788,28788,18,Higher Education,Not Married,Male,43.93511928
28789,28789,45,None Higher Education,Not Married,Female,48.52508222
28790,28790,20,Higher Education,Not Married,Female,45.57559082
28791,28791,46,None Higher Education,Married,Male,64.36404914
28792,28792,64,Higher Education,Not Married,Female,42.30481629
28793,28793,39,Higher Education,Not Married,Male,23.24993676
28794,28794,35,Higher Education,Not Married,Male,36.91843471
28795,28795,21,Higher Education,Not Married,Male,34.83565008
28796,28796,29,None Higher Education,Not Married,Male,57.36618269
28797,28797,38,None Higher Education,Married,Female,45.86044305
28798,28798,45,Higher Education,Not Married,Female,40.43519071
28799,28799,30,Higher Education,Not Married,Male,47.97771772
28800,28800,41,Higher Education,Married,Female,33.470995
28801,28801,37,Higher Education,Not Married,Male,30.55145893
28802,28802,45,None Higher Education,Married,Male,35.80668043
28803,28803,20,Higher Education,Not Married,Female,14.67131261
28804,28804,45,Higher Education,Married,Male,48.75124763
28805,28805,20,Higher Education,Not Married,Male,37.94696056
28806,28806,63,Higher Education,Not Married,Female,24.59134947
28807,28807,35,Higher Education,Married,Male,35.61820838
28808,28808,24,None Higher Education,Married,Male,49.97902978
28809,28809,19,Higher Education,Not Married,Male,38.09989639
28810,28810,23,Higher Education,Not Married,Male,20.54988377
28811,28811,34,None Higher Education,Not Married,Female,33.65581671
28812,28812,23,None Higher Education,Not Married,Male,66.73122678
28813,28813,36,None Higher Education,Married,Male,58.50732024
28814,28814,46,Higher Education,Not Married,Male,30.63058154
28815,28815,38,None Higher Education,Married,Male,46.76489623
28816,28816,55,None Higher Education,Not Married,Female,39.3895009
28817,28817,27,Higher Education,Not Married,Male,32.22708046
28818,28818,48,Higher Education,Married,Male,52.02056538
28819,28819,35,Higher Education,Not Married,Female,37.82410753
28820,28820,53,Higher Education,Married,Male,17.70699515
28821,28821,47,Higher Education,Married,Male,37.08211119
28822,28822,50,Higher Education,Not Married,Male,25.77483769
28823,28823,32,Higher Education,Married,Male,39.45925189
28824,28824,40,Higher Education,Married,Male,29.00744401
28825,28825,41,Higher Education,Married,Male,49.03000627
28826,28826,47,None Higher Education,Not Married,Male,70.61389162
28827,28827,21,Higher Education,Not Married,Female,47.40745835
28828,28828,45,Higher Education,Married,Male,34.76402616
28829,28829,33,None Higher Education,Not Married,Female,70.81785558
28830,28830,68,Higher Education,Married,Female,32.86455769
28831,28831,44,Higher Education,Married,Male,28.25534585
28832,28832,49,None Higher Education,Married,Male,50.51303451
28833,28833,45,Higher Education,Married,Male,17.26457193
28834,28834,41,Higher Education,Married,Male,62.47403337
28835,28835,29,None Higher Education,Married,Male,34.96694986
28836,28836,46,Higher Education,Married,Male,30.46751856
28837,28837,19,Higher Education,Not Married,Male,30.85488429
28838,28838,56,None Higher Education,Married,Male,55.07351388
28839,28839,55,Higher Education,Married,Male,31.40545661
28840,28840,29,Higher Education,Not Married,Male,15.83425049
28841,28841,21,Higher Education,Not Married,Female,41.99078664
28842,28842,38,Higher Education,Not Married,Male,51.93233615
28843,28843,52,None Higher Education,Not Married,Male,44.78235915
28844,28844,22,Higher Education,Not Married,Female,47.73993106
28845,28845,20,Higher Education,Married,Male,41.45621644
28846,28846,31,Higher Education,Not Married,Male,45.77998283
28847,28847,39,Higher Education,Married,Male,52.644807
28848,28848,55,Higher Education,Not Married,Female,8.582848986
28849,28849,35,None Higher Education,Not Married,Male,64.62705527
28850,28850,67,Higher Education,Married,Female,44.81275782
28851,28851,45,None Higher Education,Married,Male,62.34522458
28852,28852,61,Higher Education,Married,Male,34.37301228
28853,28853,18,Higher Education,Not Married,Male,34.36746549
28854,28854,51,None Higher Education,Not Married,Male,59.27701742
28855,28855,37,Higher Education,Married,Male,31.70241174
28856,28856,21,Higher Education,Not Married,Female,21.4400712
28857,28857,32,Higher Education,Not Married,Female,30.43588008
28858,28858,48,Higher Education,Not Married,Male,38.94193255
28859,28859,62,None Higher Education,Married,Male,52.31658216
28860,28860,21,Higher Education,Not Married,Male,53.08611491
28861,28861,28,Higher Education,Not Married,Male,18.69545358
28862,28862,19,None Higher Education,Not Married,Male,50.95849139
28863,28863,20,Higher Education,Not Married,Female,42.30384856
28864,28864,41,None Higher Education,Married,Male,56.11465772
28865,28865,29,None Higher Education,Not Married,Female,39.20361988
28866,28866,47,None Higher Education,Married,Male,77.65152186
28867,28867,43,None Higher Education,Married,Male,33.07378225
28868,28868,20,Higher Education,Not Married,Male,43.48283499
28869,28869,29,None Higher Education,Married,Male,39.00955358
28870,28870,51,None Higher Education,Not Married,Female,20.00908345
28871,28871,40,None Higher Education,Married,Male,55.06601516
28872,28872,26,None Higher Education,Not Married,Male,56.01480002
